english,japanese,POS,phrase,unit,part,page,status,level,grade,textbook
catches,[主語が3人称・単数で現在のときのcatchの形],動,,Unit 1,Part 2,11,,JHS,2,Blue Sky English Course 2
catch a cold,かぜをひく,連,,Unit 1,Part 2,11,,JHS,2,Blue Sky English Course 2
trouble,困難,名,,Unit 1,Part 2,11,,JHS,2,Blue Sky English Course 2
be in trouble,困っている,連,,Unit 1,Part 2,11,,JHS,2,Blue Sky English Course 2
talk to ～  ,～と話す,連,,Unit 1,Part 2,11,,JHS,2,Blue Sky English Course 2
headache,頭痛,名,,Unit 1,Part 2,11,important,JHS,2,Blue Sky English Course 2
depressed,落ち込んだ,形,,Unit 1,Part 2,11,,JHS,2,Blue Sky English Course 2
artist,芸術家,名,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
writer,作家,名,,Unit 1,Part 3,12,important,JHS,2,Blue Sky English Course 2
create,～を作り出す,動,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
created,[createの過去形],動,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
songwriter,作詞家，作曲家,名,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
write,～を書く,動,,Unit 1,Part 3,12,important,JHS,2,Blue Sky English Course 2
wrote,[writeの過去形],動,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
march,マーチ，行進曲,名,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
“Anpanman’s March”,『アンパンマンのマーチ』,名,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
east,東の,形,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
earthquake,地震,名,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
song,歌,名,,Unit 1,Part 3,12,important,JHS,2,Blue Sky English Course 2
cheer,～を元気づける,動,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
cheered,[cheerの過去形],動,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
cheer up ～  ,～を元気づける,連,,Unit 1,Part 3,12,,JHS,2,Blue Sky English Course 2
hour,時間,名,,Unit 1,Part 3,13,important,JHS,2,Blue Sky English Course 2
ago,～前に,副,,Unit 1,Part 3,13,important,JHS,2,Blue Sky English Course 2
night,夜,名,,Unit 1,Part 3,13,important,JHS,2,Blue Sky English Course 2
true,本当の,形,,Unit 1,Read＆Think,14,important,JHS,2,Blue Sky English Course 2
bean,豆,名,,Unit 1,Read＆Think,14,important,JHS,2,Blue Sky English Course 2
someone,だれか,代,,Unit 1,Read＆Think,14,important,JHS,2,Blue Sky English Course 2
feed,～を食べさせる,動,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
feeds,[主語が3人称・単数で現在のときのfeedの形],動,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
lose,～を失う,動,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
loses,[主語が3人称・単数で現在のときのloseの形],動,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
story,物語,名,,Unit 1,Read＆Think,14,important,JHS,2,Blue Sky English Course 2
originally,もともとは,副,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
adult,大人,名,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
adults,[adultの複数形],名,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
rewrite,～を書き直す,動,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
rewrote,[rewriteの過去形],動,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
child,子ども,名,,Unit 1,Read＆Think,14,important,JHS,2,Blue Sky English Course 2
children,[childの複数形],名,,Unit 1,Read＆Think,14,,JHS,2,Blue Sky English Course 2
fight,戦う,動,,Unit 1,Read＆Think,15,important,JHS,2,Blue Sky English Course 2
against,～と(対戦して),前,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
fight against ～  ,～と戦う,連,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
monster,怪物,名,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
monsters,[monsterの複数形],名,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
town,町,名,,Unit 1,Read＆Think,15,important,JHS,2,Blue Sky English Course 2
towns,[townの複数形],名,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
destroy,～を破壊する,動,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
road,道路,名,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
roads,[roadの複数形],名,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
building,建物,名,,Unit 1,Read＆Think,15,important,JHS,2,Blue Sky English Course 2
buildings,[buildingの複数形],名,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
always,いつも,副,,Unit 1,Read＆Think,15,important,JHS,2,Blue Sky English Course 2
say,～と言う,動,,Unit 1,Read＆Think,15,important,JHS,2,Blue Sky English Course 2
said,[sayの過去形],動,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
sacrifice,～を犠牲にする,動,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
sacrifices,[主語が3人称・単数で現在のときのsacrificeの形],動,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
himself,彼自身を,代,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
"not ～, but...",～ではなく…,連,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
perfect,完璧な,形,,Unit 1,Read＆Think,15,,JHS,2,Blue Sky English Course 2
front,前面，正面,名,,Let’s Talk 1,,18,,JHS,2,Blue Sky English Course 2
in front of ～  ,～の前に,連,,Let’s Talk 1,,18,,JHS,2,Blue Sky English Course 2
sky,空,名,,Let’s Talk 1,,18,important,JHS,2,Blue Sky English Course 2
next,となりの,形,,Let’s Talk 1,,18,,JHS,2,Blue Sky English Course 2
next to ～ ,～のとなりに[の],連,,Let’s Talk 1,,18,,JHS,2,Blue Sky English Course 2
travel,旅行する,動,,Unit 2,扉,19,important,JHS,2,Blue Sky English Course 2
traveling,[travelのing形],動,,Unit 2,扉,19,,JHS,2,Blue Sky English Course 2
overseas,海外へ,副,,Unit 2,扉,19,,JHS,2,Blue Sky English Course 2
place,場所,名,,Unit 2,扉,19,important,JHS,2,Blue Sky English Course 2
places,[placeの複数形],名,,Unit 2,扉,19,,JHS,2,Blue Sky English Course 2
Kelly,ケリー [人の名],名,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
view,ながめ，景色,名,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
tonight,今夜(は),副,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
rain,雨が降る,動,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
raining,[rainのing形],動,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
will,～でしょう，～するつもりである,助,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
it’ll,[it willの短縮形],,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
be,～である，～になる,動,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
clear,晴れた,形,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
soon,すぐに,副,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
Hong Kong,香港,名,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
last,続く,動,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
lasts,[主語が3人称・単数で現在のときのlastの形],動,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
I’ll,[I willの短縮形],,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
camera,カメラ,名,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
tomorrow,明日(は),副,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
sunny,晴れた,形,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
cloudy,くもった,形,,Unit 2,Part 1,20,important,JHS,2,Blue Sky English Course 2
shine,輝く,動,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
shining,[shineのing形],動,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
all day,一日中,連,,Unit 2,Part 1,20,,JHS,2,Blue Sky English Course 2
best,最良，最善,名,,Unit 2,Part 1,21,important,JHS,2,Blue Sky English Course 2
do my best,最善をつくす,連,,Unit 2,Part 1,21,,JHS,2,Blue Sky English Course 2
win,～に勝つ,動,,Unit 2,Part 1,21,important,JHS,2,Blue Sky English Course 2
match,試合,名,,Unit 2,Part 1,21,important,JHS,2,Blue Sky English Course 2
typhoon,台風,名,,Unit 2,Part 1,21,,JHS,2,Blue Sky English Course 2
balcony,"ベランダ, バルコニー",名,,Unit 2,Part 1,21,,JHS,2,Blue Sky English Course 2
plan,計画,名,,Unit 2,Part 2,22,important,JHS,2,Blue Sky English Course 2
Hawaii,ハワイ,名,,Unit 2,Part 2,22,,JHS,2,Blue Sky English Course 2
we’re,[we areの短縮形],,,Unit 2,Part 2,22,,JHS,2,Blue Sky English Course 2
dolphin,イルカ,名,,Unit 2,Part 2,22,,JHS,2,Blue Sky English Course 2
dolphins,[dolphinの複数形],名,,Unit 2,Part 2,22,,JHS,2,Blue Sky English Course 2
beach,浜辺，ビーチ,名,,Unit 2,Part 2,22,important,JHS,2,Blue Sky English Course 2
drive,ドライブする,動,,Unit 2,Part 2,22,,JHS,2,Blue Sky English Course 2
sightseeing,観光,名,,Unit 2,Part 2,22,,JHS,2,Blue Sky English Course 2
Bali,バリ島,名,,Unit 2,Part 2,22,,JHS,2,Blue Sky English Course 2
Waikiki Beach,ワイキキビーチ,名,,Unit 2,Part 2,23,,JHS,2,Blue Sky English Course 2
island,島,名,,Unit 2,Part 2,23,important,JHS,2,Blue Sky English Course 2
Pearl Harbor,パールハーバー,名,,Unit 2,Part 2,23,,JHS,2,Blue Sky English Course 2
go ～ing,～しにいく,連,,Unit 2,Part 2,23,,JHS,2,Blue Sky English Course 2
cycle,サイクリングする,動,,Unit 2,Part 2,23,,JHS,2,Blue Sky English Course 2
cycling,[cycleのing形],動,,Unit 2,Part 2,23,,JHS,2,Blue Sky English Course 2
must,～しなければならない,助,,Unit 2,Part 3,24,important,JHS,2,Blue Sky English Course 2
follow,～に従う,動,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
local,地元の，現地の,形,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
rule,規則，ルール,名,,Unit 2,Part 3,24,important,JHS,2,Blue Sky English Course 2
rules,[ruleの複数形],名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
public,公共の,形,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
chew,～をかむ,動,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
gum,ガム,名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
pigeon,ハト,名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
pigeons,[pigeonの複数形],名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
durian,ドリアン,名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
durians,[durianの複数形],名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
passport,パスポート,名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
care,注意,名,,Unit 2,Part 3,24,important,JHS,2,Blue Sky English Course 2
take care of ～  ,～に気をつける,連,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
crowded,こみ合った,形,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
must not,～してはいけない,,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
mustn’t,[must notの短縮形],,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
go out,出かける,連,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
at night,夜に,連,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
indoor,室内の,形,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
school building,校舎,名,,Unit 2,Part 3,24,,JHS,2,Blue Sky English Course 2
Maori,マオリ人(の)，マオリ語,名,,Unit 2,Read＆Think,26,,JHS,2,Blue Sky English Course 2
village,村,名,,Unit 2,Read＆Think,26,,JHS,2,Blue Sky English Course 2
villages,[villageの複数形],名,,Unit 2,Read＆Think,26,,JHS,2,Blue Sky English Course 2
learn,学ぶ,動,,Unit 2,Read＆Think,26,important,JHS,2,Blue Sky English Course 2
native,先住の,形,,Unit 2,Read＆Think,26,,JHS,2,Blue Sky English Course 2
show,～を見せる，示す,動,,Unit 2,Read＆Think,26,important,JHS,2,Blue Sky English Course 2
life,生活,名,,Unit 2,Read＆Think,26,important,JHS,2,Blue Sky English Course 2
famous,有名な,形,,Unit 2,Read＆Think,26,important,JHS,2,Blue Sky English Course 2
Haka,ハカ [マオリ人のダンス],名,,Unit 2,Read＆Think,26,,JHS,2,Blue Sky English Course 2
percent,パーセント,名,,Unit 2,Read＆Think,27,,JHS,2,Blue Sky English Course 2
population,人口,名,,Unit 2,Read＆Think,27,,JHS,2,Blue Sky English Course 2
respect,～を尊重する,動,,Unit 2,Read＆Think,27,,JHS,2,Blue Sky English Course 2
language,言語,名,,Unit 2,Read＆Think,27,important,JHS,2,Blue Sky English Course 2
word,語，言葉,名,,Unit 2,Read＆Think,27,important,JHS,2,Blue Sky English Course 2
words,[wordの複数形],名,,Unit 2,Read＆Think,27,,JHS,2,Blue Sky English Course 2
kia ora,キア・オラ [「こんにちは」を表すマオリ語],,,Unit 2,Read＆Think,27,,JHS,2,Blue Sky English Course 2
mean,～を意味する,動,,Unit 2,Read＆Think,27,important,JHS,2,Blue Sky English Course 2
means,[主語が3人称・単数で現在のときのmeanの形],動,,Unit 2,Read＆Think,27,,JHS,2,Blue Sky English Course 2
clothes,服,名,,Unit 2,Read＆Think,27,important,JHS,2,Blue Sky English Course 2
Australia,オーストラリア,名,,Unit 2,Express Yourself,28,,JHS,2,Blue Sky English Course 2
be famous for ～,～で有名な,連,,Unit 2,Express Yourself,28,,JHS,2,Blue Sky English Course 2
koala,コアラ,名,,Unit 2,Express Yourself,28,,JHS,2,Blue Sky English Course 2
koalas,[koalaの複数形],名,,Unit 2,Express Yourself,28,,JHS,2,Blue Sky English Course 2
hold,～を抱く,動,,Unit 2,Express Yourself,28,,JHS,2,Blue Sky English Course 2
have to,～しなければならない,連,,Let’s Talk 2,,30,,JHS,2,Blue Sky English Course 2
prepare,準備する,動,,Let’s Talk 2,,30,,JHS,2,Blue Sky English Course 2
prepare for ～  ,～の準備をする,連,,Let’s Talk 2,,30,,JHS,2,Blue Sky English Course 2
pack,～を詰める,動,,Let’s Talk 2,,30,,JHS,2,Blue Sky English Course 2
suitcase,スーツケース,名,,Let’s Talk 2,,30,,JHS,2,Blue Sky English Course 2
in case of ～  ,～の場合は,連,,Unit 3,扉,31,,JHS,2,Blue Sky English Course 2
emergency,非常[緊急]事態,名,,Unit 3,扉,31,,JHS,2,Blue Sky English Course 2
ready,用意のできた,形,,Unit 3,扉,31,important,JHS,2,Blue Sky English Course 2
be ready for ～  ,～の用意[準備]ができている,連,,Unit 3,扉,31,,JHS,2,Blue Sky English Course 2
if,もし～なら,接,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
away,離れて,副,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
get away from ～  ,～から離れる,連,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
tall,背の高い,形,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
furniture,家具,名,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
may,～かもしれない,助,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
fall,倒れる,動,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
fall down,倒れる,連,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
off,止めて，消して,副,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
turn off ～  ,～を消す,連,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
stove,(料理用の)コンロ，レンジ,名,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
fire,火災,名,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
mouth,口,名,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
flood,洪水,名,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
upper,上の(ほうの),形,,Unit 3,Part 1,32,,JHS,2,Blue Sky English Course 2
floor,階,名,,Unit 3,Part 1,32,important,JHS,2,Blue Sky English Course 2
we’ll,[we willの短縮形],,,Unit 3,Part 1,33,,JHS,2,Blue Sky English Course 2
cancel,～を取り消す，中止する,動,,Unit 3,Part 1,33,,JHS,2,Blue Sky English Course 2
game,試合,名,,Unit 3,Part 1,33,important,JHS,2,Blue Sky English Course 2
middle,中間,名,,Unit 3,Part 1,33,,JHS,2,Blue Sky English Course 2
in the middle of ～  ,～の中ごろに,連,,Unit 3,Part 1,33,,JHS,2,Blue Sky English Course 2
flashlight,懐中電灯,名,,Unit 3,Part 2,34,,JHS,2,Blue Sky English Course 2
blackout,停電,名,,Unit 3,Part 2,34,,JHS,2,Blue Sky English Course 2
move,動く,動,,Unit 3,Part 2,34,,JHS,2,Blue Sky English Course 2
without,～なしに,前,,Unit 3,Part 2,34,,JHS,2,Blue Sky English Course 2
light,光,名,,Unit 3,Part 2,34,important,JHS,2,Blue Sky English Course 2
spare,予備の,形,,Unit 3,Part 2,34,,JHS,2,Blue Sky English Course 2
tired,疲れた,形,,Unit 3,Part 2,35,important,JHS,2,Blue Sky English Course 2
bitter,にがい,形,,Unit 3,Part 2,35,,JHS,2,Blue Sky English Course 2
fever,熱,名,,Unit 3,Part 2,35,important,JHS,2,Blue Sky English Course 2
experiment,実験,名,,Unit 3,Part 2,35,,JHS,2,Blue Sky English Course 2
experiments,[experimentの複数形],名,,Unit 3,Part 2,35,,JHS,2,Blue Sky English Course 2
drill,訓練,名,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
fire drill,火災訓練,名,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
out of ～  ,～から外へ,連,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
alarm,警報器,名,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
fire alarm,火災報知器,名,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
go off,(警報器などが)鳴る,連,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
disaster,災害,名,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
important,重要な，大切な,形,,Unit 3,Part 3,36,important,JHS,2,Blue Sky English Course 2
decide,決める,動,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
decide on ～,～を決める,連,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
meeting place,集合場所,名,,Unit 3,Part 3,36,,JHS,2,Blue Sky English Course 2
new,新しい,形,,Unit 3,Part 3,37,important,JHS,2,Blue Sky English Course 2
hippo,カバ,名,,Unit 3,Part 3,37,,JHS,2,Blue Sky English Course 2
hippos,[hippoの複数形],名,,Unit 3,Part 3,37,,JHS,2,Blue Sky English Course 2
Emma,エマ [人の名],名,,Unit 3,Part 3,37,,JHS,2,Blue Sky English Course 2
fast food,ファストフード,名,,Unit 3,Part 3,37,,JHS,2,Blue Sky English Course 2
healthy,健康的な,形,,Unit 3,Part 3,37,important,JHS,2,Blue Sky English Course 2
special,特別の,形,,Unit 3,Read＆Think,38,important,JHS,2,Blue Sky English Course 2
join,～に参加する,動,,Unit 3,Read＆Think,38,important,JHS,2,Blue Sky English Course 2
joined,[joinの過去形],動,,Unit 3,Read＆Think,38,,JHS,2,Blue Sky English Course 2
facility,設備,名,,Unit 3,Read＆Think,38,,JHS,2,Blue Sky English Course 2
facilities,[facilityの複数形],名,,Unit 3,Read＆Think,38,,JHS,2,Blue Sky English Course 2
be sure (that) ～,きっと～だと思う,連,,Unit 3,Read＆Think,38,,JHS,2,Blue Sky English Course 2
bench,ベンチ,名,,Unit 3,Read＆Think,38,,JHS,2,Blue Sky English Course 2
remove,～を取り除く,動,,Unit 3,Read＆Think,38,,JHS,2,Blue Sky English Course 2
top,(最)上部,名,,Unit 3,Read＆Think,38,important,JHS,2,Blue Sky English Course 2
like,～のように,前,,Unit 3,Read＆Think,38,important,JHS,2,Blue Sky English Course 2
bottom,(最)下部,名,,Unit 3,Read＆Think,38,important,JHS,2,Blue Sky English Course 2
as,～として,前,,Unit 3,Read＆Think,38,important,JHS,2,Blue Sky English Course 2
manhole,マンホール,名,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
toilet,トイレ,名,,Unit 3,Read＆Think,39,important,JHS,2,Blue Sky English Course 2
demonstration,実演,名,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
seat,座席，シート,名,,Unit 3,Read＆Think,39,important,JHS,2,Blue Sky English Course 2
set up ～  ,(テント)を張る,連,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
tent,テント,名,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
such,そのような,形,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
natural,自然の,形,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
occur,起こる，発生する,動,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
useful,役に立つ,形,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
more,もっと多くの,形,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
information,情報,名,,Unit 3,Read＆Think,39,important,JHS,2,Blue Sky English Course 2
website,ウェブサイト,名,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
check,～を確認する，チェックする,動,,Unit 3,Read＆Think,39,,JHS,2,Blue Sky English Course 2
darkness,暗やみ,名,,Unit 3,Express Yourself,40,,JHS,2,Blue Sky English Course 2
What’s wrong?,どうかしましたか。,連,,Let’s Talk 3,,44,,JHS,2,Blue Sky English Course 2
bad,悪い,形,,Let’s Talk 3,,44,important,JHS,2,Blue Sky English Course 2
That's too bad.,お気の毒に。,連,,Let’s Talk 3,,44,,JHS,2,Blue Sky English Course 2
should,～すべきである，～したほうがよい,助,,Let’s Talk 3,,44,important,JHS,2,Blue Sky English Course 2
nurse,看護師,名,,Let’s Talk 3,,44,important,JHS,2,Blue Sky English Course 2
office,事務室，診察室,名,,Let’s Talk 3,,44,important,JHS,2,Blue Sky English Course 2
nurse's office,保健室,名,,Let’s Talk 3,,44,,JHS,2,Blue Sky English Course 2
weather,天気,名,,Let's Listen 1,,45,important,JHS,2,Blue Sky English Course 2
forecast,予報,名,,Let's Listen 1,,45,,JHS,2,Blue Sky English Course 2
high,(温度が)高い，最高気温,形,,Let's Listen 1,,45,important,JHS,2,Blue Sky English Course 2
temperature,気温,名,,Let's Listen 1,,45,,JHS,2,Blue Sky English Course 2
degree,度,名,,Let's Listen 1,,45,,JHS,2,Blue Sky English Course 2
degrees,[degreeの複数形],名,,Let's Listen 1,,45,,JHS,2,Blue Sky English Course 2
with a high of ～,～度の最高気温で,連,,Let's Listen 1,,45,,JHS,2,Blue Sky English Course 2
most,大部分,名,,Let's Listen 1,,45,important,JHS,2,Blue Sky English Course 2
most of the time,ほとんどの時間で,連,,Let's Listen 1,,45,,JHS,2,Blue Sky English Course 2
report,レポート,名,,Let's Listen 1,,45,,JHS,2,Blue Sky English Course 2
Welcome to ～.,～へようこそ,連,,Project 1,,46,,JHS,2,Blue Sky English Course 2
uniform,制服,名,,Project 1,,46,,JHS,2,Blue Sky English Course 2
cell phone,携帯電話,名,,Project 1,,46,,JHS,2,Blue Sky English Course 2
perform,～を上演する[演奏する],動,,Project 1,,46,,JHS,2,Blue Sky English Course 2
future,将来の,形,,Unit 4,扉,49,important,JHS,2,Blue Sky English Course 2
dream,夢,名,,Unit 4,扉,49,important,JHS,2,Blue Sky English Course 2
job,仕事,名,,Unit 4,扉,49,important,JHS,2,Blue Sky English Course 2
saxophone,サクソフォン,名,,Unit 4,Part 1,50,,JHS,2,Blue Sky English Course 2
difficult,難しい,形,,Unit 4,Part 1,50,important,JHS,2,Blue Sky English Course 2
in the future,将来,連,,Unit 4,Part 1,50,,JHS,2,Blue Sky English Course 2
fun,楽しみ,名,,Unit 4,Part 1,51,important,JHS,2,Blue Sky English Course 2
pastime,娯楽,名,,Unit 4,Part 1,51,,JHS,2,Blue Sky English Course 2
doctor,医者,名,,Unit 4,Part 2,52,important,JHS,2,Blue Sky English Course 2
patient,患者,名,,Unit 4,Part 2,52,,JHS,2,Blue Sky English Course 2
patients,[patientの複数形],名,,Unit 4,Part 2,52,,JHS,2,Blue Sky English Course 2
thanks to ～  ,～のおかげで,連,,Unit 4,Part 2,52,,JHS,2,Blue Sky English Course 2
get well,(病気が)よくなる,連,,Unit 4,Part 2,52,,JHS,2,Blue Sky English Course 2
foreign,外国の,形,,Unit 4,Part 2,52,important,JHS,2,Blue Sky English Course 2
superman,超人,名,,Unit 4,Part 2,53,,JHS,2,Blue Sky English Course 2
ice hockey,アイスホッケー,名,,Unit 4,Part 2,53,,JHS,2,Blue Sky English Course 2
novelist,小説家,名,,Unit 4,Part 3,54,,JHS,2,Blue Sky English Course 2
