english,japanese,POS,phrase,unit,part,page,status,level,grade,textbook
want,ほしい,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
play,演奏する、（スポーツなどを）する,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
walk,歩く,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
run,走る,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
dance,踊る,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
jump,跳ぶ,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
catch,とる、つかまえる,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
swim,泳ぐ,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
fly,飛ぶ,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
sing,歌う,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
cook,料理をする,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
have,ある、持っている,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
go,行く,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
turn,向きを変える、曲がる,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
see,見る、見える,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
look,見る、目を向ける,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
drink,飲む,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
eat,食べる,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
buy,買う,動作など,,Unit 3,Can you play Dodgeball?,22,es_word,ES,5,New Horizon Elementary 5
spell,つづる,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
like,好きである,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
listen,聞く,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
want,ほしい,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
play,演奏する、（スポーツなどを）する,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
walk,歩く,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
run,走る,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
dance,踊る,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
jump,跳ぶ,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
catch,とる、つかまえる,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
swim,泳ぐ,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
fly,飛ぶ,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
sing,歌う,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
cook,料理をする,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
have,ある、持っている,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
go,行く,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
turn,向きを変える、曲がる,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
see,見る、見える,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
look,見る、目を向ける,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
drink,飲む,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
eat,食べる,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
buy,買う,動作など,,Unit 4,Who is this?,22,es_word,ES,5,New Horizon Elementary 5
call,呼ぶ,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
chat,チャットする、おしゃべりする,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
check,確認する,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
climb,登る,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
collect,集める,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
cut,切る,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
dig,掘る,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
disappear,消え失せる,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
draw,描く,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
drive,運転する,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
feed,えさをやる,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
grow,育てる,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
hit,打つ,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
hop,跳ねる,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
hug,抱く,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
keep,保つ,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
kick,蹴る,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
meet,会う,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
mix,混ぜる,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
whip,泡立てる,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
put,置く,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
sit,座る,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
sleep,眠る,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
stand,立つ,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
teach,教える,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
travel,旅をする,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
try,試す、挑戦する,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
wait,待つ,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
wash,洗う,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
water,水をやる,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
write,書く,動作など,,Unit 7,Welcome to Japan!,22,es_word,ES,6,New Horizon Elementary 6
city,街、都市,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
city hall,役所,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
bank,銀行,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
hotel,ホテル,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
kindergarten,幼稚園,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
shop,店,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
flower shop,生花店,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
department store,デパート、百貨店,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
shopping mall,ショッピングモール,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
theater,劇場,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
planetarium,プラネタリウム,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
dome,ドーム,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
tower,タワー,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
gas station,ガソリンスタンド,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
factory,工場,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
farm,農場,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
garden,庭園,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
dam,ダム,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
airport,空港,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
bridge,橋,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
street,通り、街路,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
airplane,飛行機,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
car,車,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
truck,トラック,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
van,バン,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
subway,地下鉄,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
unicycle,一輪車,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
boat,ボート,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
ship,船,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
yacht,ヨット,町,,Unit 5,Let's go to the zoo,26,es_word,ES,5,New Horizon Elementary 5
go,進む,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
straight,まっすぐに,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
turn,向きを変える、曲がる,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
right,右、右に,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
left,左、左に,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
see,見る、見える,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
up,上へ,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
down,下へ,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
block,一区画,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
corner,角,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
traffic light,信号,道案内,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
by,そばに,位置,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
in,中に,位置,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
on,上に,位置,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
under,下に,位置,,Unit 5,Let's go to the zoo,27,es_word,ES,5,New Horizon Elementary 5
subjects,教科,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
English,英語,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
Japanese,国語,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
calligraphy,書写,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
social studies,社会科,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
math,算数,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
science,理科,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
music,音楽,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
arts and crafts,図画工作,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
home economics,家庭科,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
P.E.,体育,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
moral education,道徳,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
period for integrated studies,総合的な学習の時間,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
homeroom,ホームルーム,教科,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
school,学校,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
classroom,教室,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
computer room,コンピューター室,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
entrance,玄関,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
gym,体育館,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
library,図書館、図書室,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
music room,音楽室,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
playground,運動場,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
school nurse's office,保健室,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
restroom,トイレ,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
swimming pool,プール,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
teachers' office,職員室,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
school principal's office,校長室,学校,,Unit 1,"Hello, Friends!",28,es_word,ES,5,New Horizon Elementary 5
stationery,文房具,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
crayon,クレヨン,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
marker,マーカー,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
pen,ペン,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
pencil,えんぴつ,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
pencil case,筆箱,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
eraser,消しゴム,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
ruler,定規,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
glue,のり,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
scissors,はさみ,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
stapler,ホッチキス,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
notebook,ノート,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
pencil sharpener,えんぴつけずり,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
ballpoint pen,ボールペン,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
colored pencil,色えんぴつ,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
brush,筆,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
ink,インク,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
pin,ピン、画鋲,文房具,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
recorder,リコーダー,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
harmonica,ハーモニカ,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
triangle,トライアングル,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
piano,ピアノ,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
guitar,ギター,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
violin,バイオリン,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
drum,ドラム,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
xylophone,木琴,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
keyboard harmonica,鍵盤ハーモニカ,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
castanets,カスタネット,楽器,,Unit 3,Can you play Dodgeball?,29,es_word,ES,5,New Horizon Elementary 5
camping,キャンプ,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
dancing,踊り,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
fishing,魚つり,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
hiking,ハイキング,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
shopping,買い物,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
reading,読書,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
drawing,絵（線画）をかくこと,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
jogging,ジョギング,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
skateboarding,スケートボード,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
swinging,ぶらんこ乗り,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
playing the piano,ピアノをひくこと,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
playing video games,テレビゲームをすること,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
seeing movies,映画を見ること,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
cards,カード、トランプ,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
jump rope,縄とび,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
tag,おにごっこ,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
hide-and-seek,かくれんぼ,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
rock-paper-scissors,じゃんけん,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
running,ランニング,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
kite flying,たこ揚げ,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
top spinning,こま回し,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
playing dodgeball,ドッジボールをすること,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
playing the guitar,ギター演奏,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
playing the recorder,リコーダー演奏,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
going to concerts,演奏会（コンサート）に行くこと,遊びなど,,Unit 8,Who is your hero?,31,es_word,ES,6,New Horizon Elementary 6
good,良い,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
great,すばらしい、すごい,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
bad,悪い,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
nice,すてきな、親切な,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
amazing,おどろくほどすばらしい,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
fantastic,すばらしい、すてきな,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
wonderful,すばらしい、おどろくべき,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
beautiful,美しい,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
cool,かっこいい,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
cute,かわいい,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
favorite,お気に入りの,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
interesting,おもしろい,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
exciting,わくわくさせる,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
famous,有名な,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
popular,人気のある,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
colorful,色あざやかな,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
international,国際的な,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
fun,楽しいこと,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
special,特別な,"感想,様子",,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
big,大きい,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
small,小さい,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
long,長い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
short,短い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
new,新しい,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
old,古い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
fast,速い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
slow,おそい,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
high,高い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
low,低い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
cheap,安い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
expensive,高価な,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
clean,きれいな,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
dirty,汚い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
closed,閉まっている,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
open,開いている,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
easy,簡単な,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
difficult,難しい,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
hard,かたい,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
soft,やわらかい,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
heavy,重い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
light,軽い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
inside,内側,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
outside,外側,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
same,同じ,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
different,異なる,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
tall,高い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
short,低い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
young,若い,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
old,年をとった,状態,,Unit 7,Welcome to Japan!,33,es_word,ES,6,New Horizon Elementary 6
jobs,職業,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
artist,芸術家,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
writer,作家,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
singer,歌手,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
comedian,お笑い芸人,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
doctor,医者,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
nurse,看護師,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
vet,獣医,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
zookeeper,動物園の飼育員,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
cook,コック、料理人,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
baker,パン焼き職人,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
farmer,農場主,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
police officer,警察官,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
fire fighter,消防士,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
pilot,パイロット,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
programmer,プログラマー,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
office worker,会社員,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
astronaut,宇宙飛行士,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
teacher,先生,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
researcher,研究者,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
scientist,科学者,職業,,Unit 8,Who is your hero?,34,es_word,ES,6,New Horizon Elementary 6
