english,japanese,POS,phrase,unit,part,page,status,level,grade,textbook
dancer,ダンサー,名,,Unit 2,Part 3-(学校で),32,,JHS,1,Blue Sky English Course 1
brother,兄弟,名,,Unit 2,Part 3-(学校で),32,important,JHS,1,Blue Sky English Course 1
sister,姉妹,名,,Unit 2,Part 3-(学校で),32,important,JHS,1,Blue Sky English Course 1
father,父,名,,Unit 2,Part 3-(学校で),33,important,JHS,1,Blue Sky English Course 1
mother,母,名,,Unit 2,Part 3-(学校で),33,important,JHS,1,Blue Sky English Course 1
grandfather,祖父，おじいさん,名,,Unit 2,Part 3-(学校で),33,important,JHS,1,Blue Sky English Course 1
grandmother,祖母，おばあさん,名,,Unit 2,Part 3-(学校で),33,important,JHS,1,Blue Sky English Course 1
hello,こんにちは,間,,Let's Talk 1,時刻,34,,JHS,1,Blue Sky English Course 1
Diana,ダイアナ [人の名],名,,Let's Talk 1,時刻,34,,JHS,1,Blue Sky English Course 1
how,どのようで,副,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
How are you?,お元気ですか。,連,,Let's Talk 1,時刻,34,,JHS,1,Blue Sky English Course 1
OK,問題ない，まあまあな,形,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
but,しかし,接,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
sleepy,眠い,形,,Let's Talk 1,時刻,34,,JHS,1,Blue Sky English Course 1
time,時間，時刻,名,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
now,今,副,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
a.m.,午前,副,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
p.m.,午後,副,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
sorry,すまないと思って,形,,Let's Talk 1,時刻,34,important,JHS,1,Blue Sky English Course 1
I’m sorry.,ごめんなさい。,連,,Let's Talk 1,時刻,34,,JHS,1,Blue Sky English Course 1
name,名前,名,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
call,～を(…と)呼ぶ,動,,Unit 3,Part 1-(海外からの転校生),36,,JHS,1,Blue Sky English Course 1
me,私を[に],代,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
Call me ～.,私を～と呼んでください。,連,,Unit 3,Part 1-(海外からの転校生),36,,JHS,1,Blue Sky English Course 1
Singapore,シンガポール,名,,Unit 3,Part 1-(海外からの転校生),36,,JHS,1,Blue Sky English Course 1
like,～が好きである,動,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
very,とても,副,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
popular,人気のある,形,,Unit 3,Part 1-(海外からの転校生),36,,JHS,1,Blue Sky English Course 1
sport,スポーツ,名,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
study,～を勉強する,動,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
after,～のあとに,前,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
after school,放課後に,連,,Unit 3,Part 1-(海外からの転校生),36,,JHS,1,Blue Sky English Course 1
enjoy,～を楽しむ,動,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
draw,絵をかく,動,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
drawing,[drawのing形],動,,Unit 3,Part 1-(海外からの転校生),36,,JHS,1,Blue Sky English Course 1
play,～をする，～を演奏する,動,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
playing,[playのing形],動,,Unit 3,Part 1-(海外からの転校生),36,,JHS,1,Blue Sky English Course 1
piano,ピアノ,名,,Unit 3,Part 1-(海外からの転校生),36,important,JHS,1,Blue Sky English Course 1
get,～になる,動,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
up,起きて,副,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
get up,起きる,連,,Unit 3,Part 1-(海外からの転校生),37,,JHS,1,Blue Sky English Course 1
leave,～を去る，出発する,動,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
home,家,名,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
eat,～を食べる,動,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
dinner,夕食,名,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
go,行く,動,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
bed,ベッド,名,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
go to bed,寝る,連,,Unit 3,Part 1-(海外からの転校生),37,,JHS,1,Blue Sky English Course 1
about,～について,前,,Unit 3,Part 1-(海外からの転校生),37,important,JHS,1,Blue Sky English Course 1
How about ～?,～はどうですか。,連,,Unit 3,Part 1-(海外からの転校生),37,,JHS,1,Blue Sky English Course 1
flute,フルート,名,,Unit 3,Part 1-(海外からの転校生),37,,JHS,1,Blue Sky English Course 1
do,[疑問文と応答文，否定文に用いる],助,,Unit 3,Part 2-(海外からの転校生),38,important,JHS,1,Blue Sky English Course 1
food,食べ物,名,,Unit 3,Part 2-(海外からの転校生),38,important,JHS,1,Blue Sky English Course 1
um,えー，あー,間,,Unit 3,Part 2-(海外からの転校生),38,,JHS,1,Blue Sky English Course 1
don’t,[do notの短縮形],,,Unit 3,Part 2-(海外からの転校生),38,,JHS,1,Blue Sky English Course 1
onion,タマネギ,名,,Unit 3,Part 2-(海外からの転校生),38,,JHS,1,Blue Sky English Course 1
green pepper,ピーマン,名,,Unit 3,Part 2-(海外からの転校生),38,,JHS,1,Blue Sky English Course 1
carrot,ニンジン,名,,Unit 3,Part 2-(海外からの転校生),38,,JHS,1,Blue Sky English Course 1
tomato,トマト,名,,Unit 3,Part 2-(海外からの転校生),38,important,JHS,1,Blue Sky English Course 1
drink,～を飲む,動,,Unit 3,Part 2-(海外からの転校生),39,important,JHS,1,Blue Sky English Course 1
milk,ミルク,名,,Unit 3,Part 2-(海外からの転校生),39,important,JHS,1,Blue Sky English Course 1
have,～を飼っている,動,,Unit 3,Part 2-(海外からの転校生),39,important,JHS,1,Blue Sky English Course 1
pet,ペット,名,,Unit 3,Part 2-(海外からの転校生),39,important,JHS,1,Blue Sky English Course 1
winter,冬,名,,Unit 3,Part 2-(海外からの転校生),39,important,JHS,1,Blue Sky English Course 1
summer,夏,名,,Unit 3,Part 2-(海外からの転校生),39,important,JHS,1,Blue Sky English Course 1
look,見る,動,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
look at ～,～を見る,連,,Unit 3,Part 3-(海外からの転校生),40,,JHS,1,Blue Sky English Course 1
picture,絵，写真,名,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
chicken,鶏肉,名,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
rice,米，ライス,名,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
much,[very muchで] とても，たいへん,副,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
very much,とても，たいへん,連,,Unit 3,Part 3-(海外からの転校生),40,,JHS,1,Blue Sky English Course 1
let,[Let's ～.で] ～しましょう。,動,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
Let's ～.,～しましょう。,連,,Unit 3,Part 3-(海外からの転校生),40,,JHS,1,Blue Sky English Course 1
make,～を作る,動,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
together,いっしょに,副,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
someday,いつか,副,,Unit 3,Part 3-(海外からの転校生),40,,JHS,1,Blue Sky English Course 1
cook,(～を)料理する，料理人,"動, 名",,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
cooking,[cookのing形],動,,Unit 3,Part 3-(海外からの転校生),40,,JHS,1,Blue Sky English Course 1
worry,悩む，心配する,動,,Unit 3,Part 3-(海外からの転校生),40,,JHS,1,Blue Sky English Course 1
run,走る,動,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
open,～を開ける,動,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
your,あなた(たち)の,代,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
textbook,教科書,名,,Unit 3,Part 3-(海外からの転校生),40,,JHS,1,Blue Sky English Course 1
page,ページ,名,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
window,窓,名,,Unit 3,Part 3-(海外からの転校生),40,important,JHS,1,Blue Sky English Course 1
wash,～を洗う,動,,Unit 3,Part 3-(海外からの転校生),41,important,JHS,1,Blue Sky English Course 1
hand,手,名,,Unit 3,Part 3-(海外からの転校生),41,important,JHS,1,Blue Sky English Course 1
here,ここで,副,,Unit 3,Part 3-(海外からの転校生),41,important,JHS,1,Blue Sky English Course 1
step,歩み,名,,Unit 3,Part 3-(海外からの転校生),41,important,JHS,1,Blue Sky English Course 1
seat belt,シートベルト,名,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
watch,～を見る,動,,Unit 3,Part 3-(海外からの転校生),41,important,JHS,1,Blue Sky English Course 1
litter,ごみを散らかす,動,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
enter,～に入る,動,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
fasten,～を締める,動,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
take off ～,～を脱ぐ,連,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
phone ,電話,名,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
on the phone,電話で,連,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
train ,電車,名,,Unit 3,Part 3-(海外からの転校生),41,,JHS,1,Blue Sky English Course 1
pizza,ピザ,名,,Let's Talk 2,私もです,42,important,JHS,1,Blue Sky English Course 1
delicious,おいしい,形,,Let's Talk 2,私もです,42,important,JHS,1,Blue Sky English Course 1
"Me, too.",私もそうです。,連,,Let's Talk 2,私もです,42,,JHS,1,Blue Sky English Course 1
see,～が見える,動,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
horse,ウマ,名,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
another,もう1つの,形,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
face,顔,名,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
carefully,注意深く,副,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
red,赤,名,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
blue,青,名,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
sometimes,ときどき,副,,Unit 4,Part 1-(美術館で),44,,JHS,1,Blue Sky English Course 1
with,～といっしょに,前,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
color,色,名,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
subject,教科,名,,Unit 4,Part 1-(美術館で),44,important,JHS,1,Blue Sky English Course 1
sushi,すし,名,,Unit 4,Part 1-(美術館で),45,,JHS,1,Blue Sky English Course 1
TV,テレビ,名,,Unit 4,Part 1-(美術館で),45,important,JHS,1,Blue Sky English Course 1
program,番組,名,,Unit 4,Part 1-(美術館で),45,important,JHS,1,Blue Sky English Course 1
event,行事,名,,Unit 4,Part 1-(美術館で),45,important,JHS,1,Blue Sky English Course 1
strange,奇妙な，不思議な,形,,Unit 4,Part 2-(美術館で),46,important,JHS,1,Blue Sky English Course 1
penguin,ペンギン,名,,Unit 4,Part 2-(美術館で),46,,JHS,1,Blue Sky English Course 1
upside,上側,名,,Unit 4,Part 2-(美術館で),46,,JHS,1,Blue Sky English Course 1
down,下へ,副,,Unit 4,Part 2-(美術館で),46,important,JHS,1,Blue Sky English Course 1
upside down,さかさまに,連,,Unit 4,Part 2-(美術館で),46,,JHS,1,Blue Sky English Course 1
cow,ウシ，雌牛,名,,Unit 4,Part 2-(美術館で),46,important,JHS,1,Blue Sky English Course 1
people,人々,名,,Unit 4,Part 2-(美術館で),46,important,JHS,1,Blue Sky English Course 1
bird,鳥,名,,Unit 4,Part 2-(美術館で),46,important,JHS,1,Blue Sky English Course 1
want,～がほしい,動,,Unit 4,Part 2-(美術館で),47,important,JHS,1,Blue Sky English Course 1
lemon,レモン,名,,Unit 4,Part 2-(美術館で),47,,JHS,1,Blue Sky English Course 1
lemons,[lemonの複数形],名,,Unit 4,Part 2-(美術館で),47,,JHS,1,Blue Sky English Course 1
peach,モモ,名,,Unit 4,Part 2-(美術館で),47,,JHS,1,Blue Sky English Course 1
some,いくつかの,形,,Unit 4,Part 3-(美術館で),48,important,JHS,1,Blue Sky English Course 1
postcard,(絵)はがき,名,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
postcards,[postcardの複数形],名,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
many,多くの，たくさんの,形,,Unit 4,Part 3-(美術館で),48,important,JHS,1,Blue Sky English Course 1
Let me see.,ええと。,連,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
family,家族,名,,Unit 4,Part 3-(美術館で),48,important,JHS,1,Blue Sky English Course 1
any,[疑問文で] いくつかの,形,,Unit 4,Part 3-(美術館で),48,important,JHS,1,Blue Sky English Course 1
souvenir,みやげ,名,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
souvenirs,[souvenirの複数形],名,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
these,これらの,形,,Unit 4,Part 3-(美術館で),48,important,JHS,1,Blue Sky English Course 1
key ring,キーホルダー,名,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
key rings,[key ringの複数形],名,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
they,彼[彼女]らは，それらは,代,,Unit 4,Part 3-(美術館で),48,important,JHS,1,Blue Sky English Course 1
they’re,[they areの短縮形],,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
beautiful,美しい,形,,Unit 4,Part 3-(美術館で),48,important,JHS,1,Blue Sky English Course 1
need,～を必要とする,動,,Unit 4,Part 3-(美術館で),48,,JHS,1,Blue Sky English Course 1
table,テーブル,名,,Unit 4,Part 3-(美術館で),49,important,JHS,1,Blue Sky English Course 1
tables,[tableの複数形],名,,Unit 4,Part 3-(美術館で),49,,JHS,1,Blue Sky English Course 1
chair,いす,名,,Unit 4,Part 3-(美術館で),49,important,JHS,1,Blue Sky English Course 1
spoon,スプーン,名,,Unit 4,Part 3-(美術館で),49,,JHS,1,Blue Sky English Course 1
glass,コップ，グラス,名,,Unit 4,Part 3-(美術館で),49,important,JHS,1,Blue Sky English Course 1
dish,皿,名,,Unit 4,Part 3-(美術館で),49,important,JHS,1,Blue Sky English Course 1
comic book,マンガ本,名,,Unit 4,Part 3-(美術館で),49,,JHS,1,Blue Sky English Course 1
comic books,[comic bookの複数形],名,,Unit 4,Part 3-(美術館で),49,,JHS,1,Blue Sky English Course 1
CD,CD [=Compact Disc],名,,Unit 4,Part 3-(美術館で),49,important,JHS,1,Blue Sky English Course 1
dictionary,辞書,名,,Unit 4,Part 3-(美術館で),49,important,JHS,1,Blue Sky English Course 1
handkerchief,ハンカチ,名,,Unit 4,Part 3-(美術館で),49,,JHS,1,Blue Sky English Course 1
excuse,～を許す,動,,Let's Talk 3,ショッピング,50,,JHS,1,Blue Sky English Course 1
Excuse me.,すみません。,連,,Let's Talk 3,ショッピング,50,,JHS,1,Blue Sky English Course 1
dress,ドレス，婦人服,名,,Let's Talk 3,ショッピング,50,important,JHS,1,Blue Sky English Course 1
just,ちょっと,副,,Let's Talk 3,ショッピング,50,important,JHS,1,Blue Sky English Course 1
moment,少しの間,名,,Let's Talk 3,ショッピング,50,important,JHS,1,Blue Sky English Course 1
please,どうか，どうぞ,副,,Let's Talk 3,ショッピング,50,important,JHS,1,Blue Sky English Course 1
